Date,Close,High,Low,Open,Volume,Ticker
2015-01-02,39.7676887512207,40.32899477025131,39.580588907718614,39.68264366274359,27913900,MSFT
2015-01-05,39.4019775390625,39.742161010004885,39.33393889831745,39.43599361517407,39673900,MSFT
2015-01-06,38.82368087768555,39.75918993130537,38.73012932347106,39.44451917607143,36447900,MSFT
2015-01-07,39.31693649291992,39.51254275476391,38.687595171206475,39.10432056775103,29114100,MSFT
2015-01-08,40.473575592041016,40.60964968109724,39.73367293556417,39.759185813430285,29645200,MSFT
2015-01-09,40.133392333984375,40.669185526891724,39.88676025595875,40.490588877343434,23944200,MSFT
2015-01-12,39.6316032409668,40.43104111700109,39.42749378974276,40.328983147127836,23651900,MSFT
2015-01-13,39.427494049072266,40.74571201479045,39.17235561123347,39.94627737775921,35270600,MSFT
2015-01-14,39.08731460571289,39.3254466705493,38.79815679033158,39.08731460571289,29719600,MSFT
2015-01-15,38.679100036621094,39.44451888892898,38.61956781969298,39.30844478677008,32750800,MSFT
2015-01-16,39.325462341308594,39.35947844047295,38.415462748070034,38.53453045006632,35695300,MSFT
2015-01-20,39.4530143737793,39.67413677414309,38.75563433126924,39.37647250353981,36161900,MSFT
2015-01-21,39.053287506103516,39.240390538908585,38.67908468475459,39.070297167655,39081100,MSFT
2015-01-22,40.082359313964844,40.090862524385976,39.189372983698824,39.444511471737414,35898000,MSFT
2015-01-23,40.1248893737793,40.30348602444816,39.80171216476243,40.277973144141896,26211600,MSFT
2015-01-26,39.980308532714844,40.08236654174321,39.32545415155975,39.97180532076038,42525500,MSFT
2015-01-27,36.280792236328125,36.74004355123086,35.813037709340165,36.527427562212466,169164000,MSFT
2015-01-28,35.030609130859375,36.391353405119496,35.00509625037896,36.34883085623129,84507100,MSFT
2015-01-29,35.727970123291016,35.82152162715218,34.69040686183457,34.809471232472134,63585300,MSFT
2015-01-30,34.358741760253906,35.362289389740624,34.31621597120237,35.33677326745726,78004900,MSFT
2015-02-02,35.107139587402344,35.18368144818784,34.214153374412476,34.52032081755448,50352500,MSFT
2015-02-03,35.379295349121094,35.659949980728776,34.91154087403713,35.404811471070445,52082400,MSFT
2015-02-04,35.583404541015625,35.898075229949285,35.17518231757854,35.668449620966825,41614800,MSFT
2015-02-05,36.10219192504883,36.2637788923907,35.600418112052054,35.90658562428903,36548200,MSFT
2015-02-06,36.068153381347656,36.391330388166075,35.84703432042588,36.29777889322439,34616600,MSFT
2015-02-09,36.0256462097168,36.348823354239514,35.898075345118876,35.92359146459557,31381100,MSFT
2015-02-10,36.22975540161133,36.37433592991583,35.87256217449755,36.34882305491108,29670700,MSFT
2015-02-11,36.042659759521484,36.27228539399115,35.89807921444257,36.27228539399115,38262500,MSFT
2015-02-12,36.646480560302734,36.646480560302734,36.1532100624745,36.28078091377809,33268800,MSFT
2015-02-13,37.30984878540039,37.30984878540039,36.69751700974504,36.89312330904932,40264900,MSFT
2015-02-17,37.32698059082031,37.68671585565985,36.99293650116183,37.66102141312853,33695700,MSFT
2015-02-18,37.284149169921875,37.42975862305899,37.16423742460308,37.369802750399586,27111700,MSFT
2015-02-19,37.25845718383789,37.28415162599881,36.873024214672974,36.984372242954,27603400,MSFT
2015-02-20,37.56679153442383,37.583922246164484,37.07857768553727,37.26700897998612,29721100,MSFT
2015-02-23,37.81520080566406,37.849458978874935,37.386942600695505,37.4297677677222,32518800,MSFT
2015-02-24,37.76381301879883,37.94368070155453,37.61820351322194,37.815205185593825,25271700,MSFT
2015-02-25,37.67814636230469,37.763796669196715,37.51540620492015,37.64388493260797,29759800,MSFT
2015-02-26,37.73811340332031,37.8837196216148,37.59250391767508,37.67815751727544,28957300,MSFT
2015-02-27,37.55824279785156,37.858025497981004,37.395505858250395,37.79806961142527,33807700,MSFT
2015-03-02,37.58393478393555,37.849452736117925,37.30128284694754,37.40406388432942,31924000,MSFT
2015-03-03,37.07002258300781,37.541109138563314,36.90728567031151,37.30984935693158,31748600,MSFT
2015-03-04,36.88157653808594,37.01005196514235,36.7274034117391,36.83874812838487,25748700,MSFT
2015-03-05,36.92441177368164,37.03575978811319,36.67602130585351,36.89015034349504,23193500,MSFT
2015-03-06,36.28202438354492,36.92441149156137,36.102156777464266,36.83019419294299,36248800,MSFT
2015-03-09,36.70172119140625,36.94154797095327,36.136420578835185,36.136420578835185,32108000,MSFT
2015-03-10,35.999385833740234,36.581817288987914,35.999385833740234,36.27347084005079,39159700,MSFT
2015-03-11,35.9565544128418,36.290595251998084,35.83664265184728,36.23920636434354,32215300,MSFT
2015-03-12,35.134307861328125,35.673914181004236,34.99726534952877,35.39982915740553,59992500,MSFT
2015-03-13,35.442649841308594,35.519736448643044,34.78313181574736,34.86021842308181,58007700,MSFT
2015-03-16,35.596824645996094,35.66534426260353,35.35699781949269,35.51973803521838,35273500,MSFT
2015-03-17,35.716732025146484,35.828080064184924,35.2456486917,35.43408006466827,31673400,MSFT
2015-03-18,36.40193176269531,36.68458362470984,35.39980956249706,35.48545985970482,44194800,MSFT
2015-03-19,36.22208023071289,36.479034503560165,36.16212434262689,36.19638251628257,33879100,MSFT
2015-03-20,36.72740936279297,36.813059661375426,36.39336862403216,36.45332448650977,71904500,MSFT
2015-03-23,36.710289001464844,36.941548793669284,36.64176612939669,36.72741971948188,26246100,MSFT
2015-03-24,36.74455261230469,36.975809150846175,36.6160738532478,36.64176829811895,25513300,MSFT
2015-03-25,35.51116180419922,36.77024169695081,35.49403108766551,36.761674705008915,43469900,MSFT
2015-03-26,35.29703140258789,35.639639185497316,35.04864092334605,35.30559839420311,37495600,MSFT
2015-03-27,35.09147644042969,35.48547318327661,34.97156467237633,35.21995193447944,34401400,MSFT
2015-03-30,35.082908630371094,35.57968967771377,35.040083466684784,35.20282039563297,35049700,MSFT
2015-03-31,34.82596206665039,35.14287226868868,34.723180997650374,34.9287431356504,34887200,MSFT
2015-04-01,34.87733840942383,34.91159657197853,34.526166921277266,34.77455411971035,36865300,MSFT
2015-04-02,34.50904846191406,34.89448151684832,34.363438966782915,34.82595863270403,37487500,MSFT
2015-04-06,35.588253021240234,35.78525138596162,34.41482655861695,34.551869041351424,39223700,MSFT
2015-04-07,35.57111358642578,35.896590628424356,35.382682260931624,35.63963644467799,28809400,MSFT
2015-04-08,35.476898193359375,35.70815795134323,35.15142440124866,35.511159624323625,24753400,MSFT
2015-04-09,35.52831268310547,35.648224499541456,35.331314232196064,35.331314232196064,25723900,MSFT
2015-04-10,35.733848571777344,35.930846859729755,35.46832743548536,35.65676200106994,28022000,MSFT
2015-04-13,35.76811218261719,36.02506963572292,35.45120212909645,35.45976912011984,30276700,MSFT
2015-04-14,35.67390060424805,35.999374403808346,35.45120456523315,35.802376072279756,24244400,MSFT
2015-04-15,36.196380615234375,36.367684543919225,35.69960281613406,35.768122427197596,27343600,MSFT
2015-04-16,36.11073303222656,36.26490625303887,35.819517311508974,35.930865363729175,22509700,MSFT
2015-04-17,35.6482048034668,35.750989104209715,35.254208119336035,35.69102996176794,42387600,MSFT
2015-04-20,36.75310516357422,36.97579790856706,35.69959076861469,35.742415919496054,46057700,MSFT
2015-04-21,36.5218505859375,36.95867568172866,36.42763328028254,36.830196943590074,26013800,MSFT
2015-04-22,36.82162857055664,36.94154030176091,36.444759395515085,36.547540412640224,25064300,MSFT
2015-04-23,37.12141418457031,37.35267396277477,36.658894628161384,36.73598122089621,46309500,MSFT
2015-04-24,41.001441955566406,41.23270179145497,39.099977639400954,39.108541366351936,130933700,MSFT
2015-04-27,41.138465881347656,41.22411944893392,40.44468995432125,40.453253677405115,59248200,MSFT
2015-04-28,42.106346130371094,42.14917129693864,40.85583296943448,40.9243525824724,60730800,MSFT
2015-04-29,42.020694732666016,42.23482382742967,41.54104438414918,41.72947903309342,47804600,MSFT
2015-04-30,41.660945892333984,42.43181175054036,41.626684461447056,41.71233803866437,64725500,MSFT
2015-05-01,41.67806625366211,41.866500809377364,41.4553735429206,41.609546676260514,38937300,MSFT
2015-05-04,41.31834411621094,41.857946985267446,41.266951966484086,41.4296888729273,34039500,MSFT
2015-05-05,40.770164489746094,41.24981467536472,40.52177730736373,40.958599074694405,50369200,MSFT
2015-05-06,39.63957214355469,40.91578283036274,39.41687934978934,40.74447892197,52433000,MSFT
2015-05-07,39.99930953979492,40.33335035461347,39.536789980499925,39.631007290802636,32971700,MSFT
2015-05-08,40.89863967895508,41.09563797014352,40.701641387766635,40.72733582264143,35364900,MSFT
2015-05-11,40.57318115234375,41.03570079477877,40.57318115234375,40.727354366488754,24609400,MSFT
2015-05-12,40.5560417175293,40.83869363850939,39.759481371394585,40.127783607450425,29928300,MSFT
2015-05-13,40.795867919921875,41.38686292745697,40.74447577117316,41.275514905509766,34184600,MSFT
2015-05-14,41.72947311401367,41.815123432829864,41.138474805191166,41.138474805191166,32980900,MSFT
2015-05-15,41.36972427368164,41.89219958332219,41.15559526267154,41.85793815739672,28642700,MSFT
2015-05-18,41.121341705322266,41.30121259217463,40.77873718255832,41.09564726463623,24136500,MSFT
2015-05-19,41.01788330078125,41.21616186361488,40.673049015845876,41.000641257676136,28574800,MSFT
2015-05-20,41.01788330078125,41.319610833662104,40.75063656552717,40.85408553557439,25047900,MSFT
2015-05-21,40.87995529174805,41.03513042275229,40.52650155747931,40.75926425398567,22410700,MSFT
2015-05-22,40.431671142578125,40.81960564224872,40.36270296307343,40.776502174350185,25720600,MSFT
2015-05-26,40.164424896240234,40.41442961728319,39.819590571451066,40.371326148830505,29581900,MSFT
2015-05-27,41.04375457763672,41.181687667018245,40.19029132618688,40.362708510059846,27335600,MSFT
2015-05-28,40.905826568603516,41.39721346609009,40.85410042044216,40.94893004777899,19283700,MSFT
2015-05-29,40.39719772338867,41.0092756795407,40.164434988953815,40.888584622111814,36519600,MSFT
2015-06-01,40.71617126464844,41.181696777516926,40.19030021736199,40.569618763514825,28837300,MSFT
2015-06-02,40.448909759521484,40.81960550162264,40.19028566443747,40.45753242622177,21498300,MSFT
2015-06-03,40.38856887817383,41.155825161871846,40.362707452275124,40.836852229061684,28002200,MSFT
2015-06-04,39.966148376464844,40.655813773110275,39.828215297135756,40.336844143771266,27745500,MSFT
2015-06-05,39.7765007019043,40.10409309359386,39.517876514185154,39.92305649104896,25438100,MSFT
2015-06-08,39.42304229736328,40.026500857647335,39.37131615039564,39.91442918350975,22121600,MSFT
2015-06-09,39.35407257080078,39.6040740290684,39.190274769753785,39.4488988957524,24406100,MSFT
2015-06-10,40.181671142578125,40.37133036990058,39.38855342807126,39.47476366257428,28417400,MSFT
2015-06-11,40.03511428833008,40.44891353682371,39.76787079017316,40.22477351044203,27347800,MSFT
2015-06-12,39.62993621826172,40.06097749698605,39.56959070232703,39.84545685762388,23931000,MSFT
2015-06-15,39.207523345947266,39.35407912452272,38.81096606747089,39.1816619156159,33254500,MSFT
2015-06-16,39.50925827026367,39.862712104323904,39.05235212726991,39.095455611699684,27070300,MSFT
2015-06-17,39.62993621826172,39.71614315857299,39.1040653320446,39.42303495749709,28704100,MSFT
2015-06-18,40.27650451660156,40.34546942205861,39.8023564040272,39.84546316959541,32658300,MSFT
2015-06-19,39.74198913574219,40.37131205202377,39.64716285369115,40.33682797386919,63837000,MSFT
2015-06-22,39.85409164428711,40.2765137077273,39.793746105022116,39.940301906512275,20318100,MSFT
2015-06-23,39.578208923339844,39.897178539463106,39.32820419973173,39.76786813277826,25896500,MSFT
2015-06-24,39.34544372558594,39.8713145627491,39.26785617110968,39.37130514755014,34890900,MSFT
2015-06-25,39.35407257080078,39.70752631033519,39.224758863509386,39.6816615957264,20616000,MSFT
2015-06-26,39.017852783203125,39.89717733414744,38.819574201409374,39.354067723027775,49835300,MSFT
2015-06-29,38.2506103515625,38.9920020360465,38.241990971117545,38.828207498914914,34081700,MSFT
2015-06-30,38.06095886230469,38.55234582009481,37.87991896581485,38.54372315005073,35945400,MSFT
2015-07-01,38.31958770751953,38.99201135480876,38.017856702480046,38.32820709002445,28343900,MSFT
2015-07-02,38.27647399902344,38.578201634924206,37.98336574332644,38.34543890640736,21752000,MSFT
2015-07-06,38.267845153808594,38.34543271745825,37.888530002956976,37.89714938176958,23034000,MSFT
2015-07-07,38.19025802612305,38.35405582268887,37.34541748372914,38.22474211893523,36435800,MSFT
2015-07-08,38.1385383605957,38.70751278517774,37.95749850250441,38.31095226188743,39785900,MSFT
2015-07-09,38.379920959472656,38.98337948770593,38.3626789113992,38.57819957944077,32424700,MSFT
2015-07-10,38.45750427246094,38.91440698576148,38.42302018013304,38.80233532998782,25465800,MSFT
2015-07-13,39.259254455566406,39.32821937469195,38.75062543374806,38.776486867347,28178300,MSFT
2015-07-14,39.32820510864258,39.62131330791964,39.06096162216734,39.18165265329603,22880300,MSFT
2015-07-15,39.44889831542969,39.56096997419463,39.164412767591465,39.3799334175172,26629600,MSFT
2015-07-16,40.22477722167969,40.25063864941405,39.62994136369858,39.66442217114959,26271700,MSFT
2015-07-17,40.19028854370117,40.3282216235332,39.879938291933094,40.12994302681116,29467100,MSFT
2015-07-20,40.448909759521484,40.62994958580571,40.03511054967029,40.21615037595452,30631900,MSFT
2015-07-21,40.759273529052734,40.802380299706385,40.069607950197806,40.32823213119529,42781900,MSFT
2015-07-22,39.259254455566406,40.45754911156593,38.96614614996626,39.17304419592804,59152400,MSFT
2015-07-23,39.750648498535156,39.85409753992337,38.879942808475946,39.02649863164617,33934000,MSFT
2015-07-24,39.604061126708984,39.93165333349457,39.48337012646775,39.578199709109604,32333200,MSFT
2015-07-27,39.09544372558594,39.664418097395895,39.00923678293573,39.604072579823935,39701400,MSFT
2015-07-28,39.08682632446289,39.345450454083405,38.61268153872791,39.29372760130984,34328900,MSFT
2015-07-29,39.90580368041992,40.32822230579638,39.01785638093162,39.13855070533754,40945900,MSFT
2015-07-30,40.4144287109375,40.86271200767655,39.59544967436778,39.87993519064261,39777900,MSFT
2015-07-31,40.25925827026367,40.836852036505725,40.08684109172223,40.767887138239644,31201500,MSFT
2015-08-03,40.354087829589844,40.51788234026659,40.043737566341996,40.5006402935768,24125900,MSFT
2015-08-04,40.9833984375,41.129950868239554,40.242007040954626,40.30235254638661,33403900,MSFT
2015-08-05,41.01788330078125,41.73341000243447,40.98339921457102,41.36271429713316,26959700,MSFT
2015-08-06,40.19028854370117,41.18168481589541,39.940287097407136,41.12995867773939,27368000,MSFT
2015-08-07,40.293739318847656,40.32822012108304,39.87993680618398,39.99200845705472,19163000,MSFT
2015-08-10,40.80237579345703,40.94030889399457,40.379953823232036,40.47478344646119,23079900,MSFT
2015-08-11,40.00926208496094,40.46616491054413,39.56960130977889,40.36271589672215,29237400,MSFT
2015-08-12,40.293739318847656,40.431672393540914,39.4057920674624,39.819591291542174,30181400,MSFT
2015-08-13,40.28512191772461,40.60409157803744,40.07822392293198,40.56961077129489,22627200,MSFT
2015-08-14,40.51788330078125,40.60409024768965,40.10408403616934,40.11270341542649,21473400,MSFT
2015-08-17,40.79375076293945,40.90582242832006,40.14718877499525,40.3540900581145,21099700,MSFT
2015-08-18,41.01935577392578,41.15819839294871,40.524728736764764,40.646215614626186,23574100,MSFT
2015-08-19,40.44664764404297,40.85449946805319,40.177638501144855,40.59416654448118,31485500,MSFT
2015-08-20,39.622257232666016,40.32514998077382,39.622257232666016,39.97804171522854,36238200,MSFT
2015-08-21,37.374759674072266,39.46607998402812,37.374759674072266,39.3098815118927,70053100,MSFT
2015-08-24,36.168548583984375,37.04499227627437,34.46772512927555,35.10119498811291,88753700,MSFT
2015-08-25,35.11854553222656,37.52226147653194,35.049122555656,36.94085563369749,70616600,MSFT
2015-08-26,37.062339782714844,37.17515045613755,35.6305257550075,36.45490202386803,63408000,MSFT
2015-08-27,38.095001220703125,38.1383889412191,37.253265539555464,37.5135951729222,50943200,MSFT
2015-08-28,38.12102508544922,38.311934987452226,37.65242985886193,37.66110938728217,28246700,MSFT
2015-08-31,37.76523971557617,38.12102423666999,37.40077566625538,37.79995120794389,34441700,MSFT
2015-09-01,36.290042877197266,36.95822436527995,36.15120018553534,36.59376023074809,49688900,MSFT
2015-09-02,37.62639236450195,37.64374810852161,36.34209709947437,36.75862502513713,37671500,MSFT
2015-09-03,37.747894287109375,38.1644223785622,37.5569843371752,37.66979506307003,28285200,MSFT
2015-09-04,36.9755859375,37.34872635076993,36.619801277204424,37.14914015697206,37138800,MSFT
2015-09-08,38.08631134033203,38.18176628568945,37.48755301527637,37.57432843272676,32469800,MSFT
2015-09-09,37.374759674072266,38.52889246148713,37.23591695553762,38.364014457415564,33469500,MSFT
2015-09-10,37.5656623840332,37.99954620927654,37.097067058305385,37.41814016210961,31366600,MSFT
2015-09-11,37.730525970458984,37.82598091363589,37.26193078228323,37.435484923489426,27132500,MSFT
2015-09-14,37.348724365234375,37.695829475454254,37.1925259070405,37.68715325456402,23656000,MSFT
2015-09-15,38.16442108154297,38.4334302463742,37.38343217796249,37.478883839414635,28882200,MSFT
2015-09-16,38.44209289550781,38.511515872351616,38.042920709465136,38.15573139170145,23372200,MSFT
2015-09-17,38.398712158203125,39.04953778800318,38.251193271044876,38.433423652924006,32768200,MSFT
2015-09-18,37.730525970458984,38.17308919604828,37.600362847256775,37.747881715606596,63143700,MSFT
2015-09-21,38.27722930908203,38.58962617426372,37.83466597998441,37.85202172919125,26177200,MSFT
2015-09-22,38.095001220703125,38.22516438225105,37.583018173964476,37.64376164474102,28085900,MSFT
2015-09-23,38.068965911865234,38.32929554503838,37.75656902794912,38.12103316260822,17145200,MSFT
2015-09-24,38.103675842285156,38.294585776872026,37.5483050983278,37.70450353384965,27905600,MSFT
2015-09-25,38.12971115112305,38.81524842148314,37.973512701920214,38.598306498731546,29384600,MSFT
2015-09-28,37.5656623840332,38.259875842368366,37.49623938306424,38.03425770976102,27613800,MSFT
2015-09-29,37.69581985473633,37.8086305591451,37.35739105178039,37.635076393194,32763600,MSFT
2015-09-30,38.407379150390625,38.44209063677299,37.88672009573329,38.07762996056676,34958900,MSFT
2015-10-01,38.71110153198242,38.832588429829244,37.96482109061518,38.832588429829244,28657900,MSFT
